table	column	kind	owner	editable_after_post	sot	migration_status	documented
fg_goals	id	RAW	Goals	yes	fg_goals	canonical	yes
fg_goals	name	RAW	Goals	yes	fg_goals	canonical	yes
fg_goals	status	RAW	Goals	yes	fg_goals	canonical	yes
fg_goals	target_amount	RAW	Goals	yes	fg_goals	canonical	yes
fg_goals	target_date	RAW	Goals	yes	fg_goals	canonical	yes
fin_accounts	account_kind	RAW	Core	yes	fin_accounts	canonical	yes
fin_accounts	code	RAW	Core	yes	fin_accounts	canonical	yes
fin_accounts	created_at	SYSTEM_INDEX	Core	yes	fin_accounts	canonical	yes
fin_accounts	currency	RAW	Core	no	fin_accounts	canonical	yes
fin_accounts	external_ref_json	RAW	Core	yes	fin_accounts	canonical	yes
fin_accounts	id	RAW	Core	no	fin_accounts	canonical	yes
fin_accounts	is_archived	RAW	Core	yes	fin_accounts	canonical	yes
fin_accounts	name	RAW	Core	yes	fin_accounts	canonical	yes
fin_accounts	parent_id	RAW	Core	yes	fin_accounts	canonical	yes
fin_accounts	reconciliation_status	RAW	Core	yes	fin_accounts	canonical	yes
fin_accounts	role	RAW	Core	yes	fin_accounts	canonical	yes
fin_accounts	status	RAW	Core	yes	fin_accounts	canonical	yes
fin_accounts	updated_at	SYSTEM_INDEX	Core	yes	fin_accounts	canonical	yes
fin_audit_log	action	RAW	Core	yes	fin_audit_log	canonical	yes
fin_audit_log	actor	RAW	Core	no	fin_audit_log	canonical	yes
fin_audit_log	at	RAW	Core	yes	fin_audit_log	canonical	yes
fin_audit_log	entity_id	RAW	Core	yes	fin_audit_log	canonical	yes
fin_audit_log	entity_type	RAW	Core	yes	fin_audit_log	canonical	yes
fin_audit_log	id	RAW	Core	yes	fin_audit_log	canonical	yes
fin_audit_log	operation_id	RAW	Core	no	fin_audit_log	canonical	yes
fin_audit_log	payload_json	RAW	Core	yes	fin_audit_log	canonical	yes
fin_audit_log	reason	RAW	Core	yes	fin_audit_log	canonical	yes
fin_audit_log	source	RAW	Core	yes	fin_audit_log	canonical	yes
fin_journal_entries	business_date	RAW	Core	yes	fin_journal_entries	canonical	yes
fin_journal_entries	created_at	SYSTEM_INDEX	Core	yes	fin_journal_entries	canonical	yes
fin_journal_entries	fiscal_period_id	RAW	Core	yes	fin_journal_entries	canonical	yes
fin_journal_entries	id	RAW	Core	yes	fin_journal_entries	canonical	yes
fin_journal_entries	memo	RAW	Core	yes	fin_journal_entries	canonical	yes
fin_journal_entries	operation_id	RAW	Core	no	fin_journal_entries	canonical	yes
fin_journal_entries	post_state	RAW	Core	yes	fin_journal_entries	canonical	yes
fin_journal_entries	reference_number	RAW	Core	yes	fin_journal_entries	canonical	yes
fin_journal_lines	account_id	RAW	Core	no	fin_journal_lines	canonical	yes
fin_journal_lines	amount	RAW	Core	no	fin_journal_lines	canonical	yes
fin_journal_lines	amount_in_base	RAW	Core	no	fin_journal_lines	canonical	yes
fin_journal_lines	conversion_path	RAW	Core	no	fin_journal_lines	canonical	yes
fin_journal_lines	currency	RAW	Core	yes	fin_journal_lines	canonical	yes
fin_journal_lines	entry_id	RAW	Core	yes	fin_journal_lines	canonical	yes
fin_journal_lines	exchange_rate_to_base	RAW	Core	no	fin_journal_lines	canonical	yes
fin_journal_lines	id	RAW	Core	yes	fin_journal_lines	canonical	yes
fin_journal_lines	line_kind	RAW	Core	yes	fin_journal_lines	canonical	yes
fin_journal_lines	line_number	RAW	Core	yes	fin_journal_lines	canonical	yes
fin_journal_lines	memo	RAW	Core	yes	fin_journal_lines	canonical	yes
fin_journal_lines	reference	RAW	Core	yes	fin_journal_lines	canonical	yes
fin_journal_lines	side	RAW	Core	no	fin_journal_lines	canonical	yes
fin_journal_lines	source_reference	RAW	Core	yes	fin_journal_lines	canonical	yes
fin_journal_lines	source_type	RAW	Core	yes	fin_journal_lines	canonical	yes
fin_operations	attribution_algorithm_version	RAW	Core	yes	fin_operations	canonical	yes
fin_operations	base_currency	RAW	Core	no	fin_operations	canonical	yes
fin_operations	business_date	RAW	Core	no	fin_operations	canonical	yes
fin_operations	command_hash	RAW	Core	no	fin_operations	canonical	yes
fin_operations	corrects_operation_id	RAW	Core	yes	fin_operations	canonical	yes
fin_operations	created_at	SYSTEM_INDEX	Core	yes	fin_operations	canonical	yes
fin_operations	durability_state	RAW	Core	yes	fin_operations	canonical	yes
fin_operations	engine_versions	RAW	Core	no	fin_operations	canonical	yes
fin_operations	event_at	RAW	Core	yes	fin_operations	canonical	yes
fin_operations	failed_at	SYSTEM_INDEX	Core	yes	fin_operations	canonical	yes
fin_operations	id	RAW	Core	no	fin_operations	canonical	yes
fin_operations	operation_type	RAW	Core	yes	fin_operations	canonical	yes
fin_operations	posted_at	SYSTEM_INDEX	Core	yes	fin_operations	canonical	yes
fin_operations	result_hash	RAW	Core	no	fin_operations	canonical	yes
fin_operations	result_json	SNAPSHOT	Core	no	fin_operations	canonical	yes
fin_operations	result_schema_version	RAW	Core	no	fin_operations	canonical	yes
fin_operations	reverses_operation_id	RAW	Core	no	fin_operations	canonical	yes
fin_operations	settlement_date	RAW	Core	yes	fin_operations	canonical	yes
fin_operations	source	RAW	Core	yes	fin_operations	canonical	yes
fin_operations	status	RAW	Core	no	fin_operations	canonical	yes
fin_operations	voided_at	SYSTEM_INDEX	Core	yes	fin_operations	canonical	yes
fin_reconcile_runs	as_of	RAW	Core	yes	fin_reconcile_runs	canonical	yes
fin_reconcile_runs	base_currency	RAW	Core	yes	fin_reconcile_runs	canonical	yes
fin_reconcile_runs	created_at	SYSTEM_INDEX	Core	yes	fin_reconcile_runs	canonical	yes
fin_reconcile_runs	id	RAW	Core	yes	fin_reconcile_runs	canonical	yes
fin_reconcile_runs	reconciled_by	RAW	Core	yes	fin_reconcile_runs	canonical	yes
fin_reconcile_runs	result_json	RAW	Core	yes	fin_reconcile_runs	canonical	yes
fin_reconcile_runs	scope	RAW	Core	yes	fin_reconcile_runs	canonical	yes
fin_reconcile_runs	status	RAW	Core	yes	fin_reconcile_runs	canonical	yes
fin_reconcile_runs	valuation_context_json	RAW	Core	yes	fin_reconcile_runs	canonical	yes
import_batches	completed_at	RAW	Import	no	import_batches	canonical	yes
import_batches	content_hash	RAW	Import	no	import_batches	canonical	yes
import_batches	created_at	SYSTEM_INDEX	Import	no	import_batches	canonical	yes
import_batches	document_id	REFERENCE	Import	no	import_batches	canonical	yes
import_batches	id	REFERENCE	Import	no	import_batches	canonical	yes
import_batches	record_count	RAW	Import	no	import_batches	canonical	yes
import_batches	source_provider	RAW	Import	no	import_batches	canonical	yes
import_batches	source_reference	RAW	Import	no	import_batches	canonical	yes
import_batches	source_schema_version	RAW	Import	no	import_batches	canonical	yes
import_batches	source_type	STATUS	Import	no	import_batches	canonical	yes
import_batches	status	STATUS	Import	no	import_batches	canonical	yes
import_dedupe_keys	command_hash	RAW	Import	no	import_dedupe_keys	canonical	yes
import_dedupe_keys	created_at	SYSTEM_INDEX	Import	yes	import_dedupe_keys	canonical	yes
import_dedupe_keys	external_ref	RAW	Import	yes	import_dedupe_keys	canonical	yes
import_dedupe_keys	id	RAW	Import	yes	import_dedupe_keys	canonical	yes
import_dedupe_keys	log_index	RAW	Import	yes	import_dedupe_keys	canonical	yes
import_dedupe_keys	operation_id	RAW	Import	yes	import_dedupe_keys	canonical	yes
import_dedupe_keys	provider_tx_id	RAW	Import	no	import_dedupe_keys	canonical	yes
import_dedupe_keys	raw_record_id	RAW	Import	yes	import_dedupe_keys	canonical	yes
import_dedupe_keys	source_provider	RAW	Import	yes	import_dedupe_keys	canonical	yes
import_dedupe_keys	tx_hash	RAW	Import	yes	import_dedupe_keys	canonical	yes
import_raw_records	batch_id	RAW	Import	yes	import_raw_records	canonical	yes
import_raw_records	created_at	SYSTEM_INDEX	Import	yes	import_raw_records	canonical	yes
import_raw_records	id	RAW	Import	yes	import_raw_records	canonical	yes
import_raw_records	imported_at	RAW	Import	yes	import_raw_records	canonical	yes
import_raw_records	mapping_decision_json	RAW	Import	yes	import_raw_records	canonical	yes
import_raw_records	normalization_status	RAW	Import	yes	import_raw_records	canonical	yes
import_raw_records	payload_json	RAW	Import	yes	import_raw_records	canonical	yes
import_raw_records	raw_record_hash	RAW	Import	no	import_raw_records	canonical	yes
import_raw_records	reconciliation_status	RAW	Import	yes	import_raw_records	canonical	yes
import_raw_records	source_document_id	RAW	Import	yes	import_raw_records	canonical	yes
import_raw_records	source_file_name	RAW	Import	yes	import_raw_records	canonical	yes
import_raw_records	source_provider	RAW	Import	yes	import_raw_records	canonical	yes
import_raw_records	source_reference	RAW	Import	yes	import_raw_records	canonical	yes
import_raw_records	source_schema_version	RAW	Import	yes	import_raw_records	canonical	yes
import_raw_records	source_type	RAW	Import	yes	import_raw_records	canonical	yes
import_raw_records	unknown_fields_json	RAW	Import	no	import_raw_records	canonical	yes
import_raw_records	user_override_json	RAW	Import	yes	import_raw_records	canonical	yes
inc_recurring	account_id	RAW	Income	yes	inc_recurring	canonical	yes
inc_recurring	amount	RAW	Income	yes	inc_recurring	canonical	yes
inc_recurring	category_id	RAW	Income	yes	inc_recurring	canonical	yes
inc_recurring	created_at	SYSTEM_INDEX	Income	yes	inc_recurring	canonical	yes
inc_recurring	currency	RAW	Income	yes	inc_recurring	canonical	yes
inc_recurring	description	RAW	Income	yes	inc_recurring	canonical	yes
inc_recurring	end_date	RAW	Income	yes	inc_recurring	canonical	yes
inc_recurring	id	RAW	Income	yes	inc_recurring	canonical	yes
inc_recurring	interval_kind	RAW	Income	yes	inc_recurring	canonical	yes
inc_recurring	interval_value	RAW	Income	yes	inc_recurring	canonical	yes
inc_recurring	is_active	RAW	Income	yes	inc_recurring	canonical	yes
inc_recurring	next_occurrence	RAW	Income	yes	inc_recurring	canonical	yes
inc_recurring	start_date	RAW	Income	yes	inc_recurring	canonical	yes
inc_recurring	title	RAW	Income	yes	inc_recurring	canonical	yes
inc_recurring	updated_at	SYSTEM_INDEX	Income	yes	inc_recurring	canonical	yes
inc_transactions	account_id	RAW	Income	yes	inc_transactions	canonical	yes
inc_transactions	account_transaction_id	RAW	Income	yes	inc_transactions	canonical	yes
inc_transactions	amount	RAW	Income	yes	inc_transactions	canonical	yes
inc_transactions	attachment_path	RAW	Income	yes	inc_transactions	canonical	yes
inc_transactions	business_date	RAW	Income	yes	inc_transactions	canonical	yes
inc_transactions	category_id	RAW	Income	yes	inc_transactions	canonical	yes
inc_transactions	created_at	SYSTEM_INDEX	Income	yes	inc_transactions	canonical	yes
inc_transactions	currency	RAW	Income	yes	inc_transactions	canonical	yes
inc_transactions	description	RAW	Income	yes	inc_transactions	canonical	yes
inc_transactions	exchange_rate_to_base	RAW	Income	yes	inc_transactions	canonical	yes
inc_transactions	has_attachment	RAW	Income	yes	inc_transactions	canonical	yes
inc_transactions	id	RAW	Income	yes	inc_transactions	canonical	yes
inc_transactions	import_batch_id	RAW	Income	yes	inc_transactions	canonical	yes
inc_transactions	is_voided	RAW	Income	yes	inc_transactions	canonical	yes
inc_transactions	operation_id	RAW	Income	yes	inc_transactions	canonical	yes
inc_transactions	recurring_id	RAW	Income	yes	inc_transactions	canonical	yes
inc_transactions	reversed_income_id	RAW	Income	yes	inc_transactions	canonical	yes
inc_transactions	source_reference	RAW	Income	yes	inc_transactions	canonical	yes
inc_transactions	source_type	RAW	Income	yes	inc_transactions	canonical	yes
inc_transactions	updated_at	SYSTEM_INDEX	Income	yes	inc_transactions	canonical	yes
inc_transactions	voided_at	SYSTEM_INDEX	Income	yes	inc_transactions	canonical	yes
instrument_price_mappings	created_at	SYSTEM_INDEX	Core	no	instrument_price_mappings	canonical	yes
instrument_price_mappings	id	REFERENCE	Core	no	instrument_price_mappings	canonical	yes
instrument_price_mappings	instrument_id	REFERENCE	Core	no	instrument_price_mappings	canonical	yes
instrument_price_mappings	market	RAW	Core	no	instrument_price_mappings	canonical	yes
instrument_price_mappings	provider_symbol	RAW	Core	no	instrument_price_mappings	canonical	yes
instrument_price_mappings	source_id	REFERENCE	Core	no	instrument_price_mappings	canonical	yes
instrument_price_mappings	status	STATUS	Core	no	instrument_price_mappings	canonical	yes
instrument_price_mappings	valid_from	RAW	Core	no	instrument_price_mappings	canonical	yes
instrument_price_mappings	valid_to	RAW	Core	no	instrument_price_mappings	canonical	yes
inv_crypto_cash	balance	SNAPSHOT	Crypto	no	journal rebuild	canonical	yes
inv_crypto_cash	currency	RAW	Crypto	yes	inv_crypto_cash	canonical	yes
inv_crypto_cash	exchange_id	RAW	Crypto	yes	inv_crypto_cash	canonical	yes
inv_crypto_cash	fin_account_id	RAW	Crypto	no	projection	canonical	yes
inv_crypto_cash	id	RAW	Crypto	yes	inv_crypto_cash	canonical	yes
inv_crypto_cash	updated_at	SYSTEM_INDEX	Crypto	yes	inv_crypto_cash	canonical	yes
inv_crypto_exchanges	created_at	SYSTEM_INDEX	Crypto	yes	inv_crypto_exchanges	canonical	yes
inv_crypto_exchanges	description	RAW	Crypto	no	inv_crypto_exchanges	canonical	yes
inv_crypto_exchanges	id	RAW	Crypto	yes	inv_crypto_exchanges	canonical	yes
inv_crypto_exchanges	is_active	RAW	Crypto	no	inv_crypto_exchanges	canonical	yes
inv_crypto_exchanges	name	RAW	Crypto	yes	inv_crypto_exchanges	canonical	yes
inv_crypto_exchanges	type	STATUS	Crypto	no	inv_crypto_exchanges	canonical	yes
inv_crypto_exchanges	updated_at	SYSTEM_INDEX	Crypto	no	inv_crypto_exchanges	canonical	yes
inv_crypto_exchanges	url	RAW	Crypto	no	inv_crypto_exchanges	canonical	yes
inv_crypto_exchanges	venue_kind	RAW	Crypto	yes	inv_crypto_exchanges	canonical	yes
inv_crypto_holdings	cost_currency	RAW	Crypto	yes	inv_crypto_holdings	canonical	yes
inv_crypto_holdings	created_at	SYSTEM_INDEX	Crypto	yes	inv_crypto_holdings	canonical	yes
inv_crypto_holdings	exchange_id	RAW	Crypto	yes	inv_crypto_holdings	canonical	yes
inv_crypto_holdings	id	RAW	Crypto	yes	inv_crypto_holdings	canonical	yes
inv_crypto_holdings	instrument_id	RAW	Crypto	no	inv_crypto_holdings	canonical	yes
inv_crypto_holdings	network_id	RAW	Crypto	yes	inv_crypto_holdings	canonical	yes
inv_crypto_holdings	quantity	SNAPSHOT	Crypto	no	rebuild from txs	canonical	yes
